MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,6,69.30579531442663,17503,1,1,1,1,13,1,1,2,6,5,1948,1950,2,15,15,0,0.0,3,3,2,3,3,4,6,0.0,6,0.0,912.0,912.0,3,912,546,1458,0.0,1.0,1,0,3,3,6,1,1,2,2,1948.0,3,1.0,330.0,3,3,1,192,0,0,0,0,0,0,1,2010,1,2,97500.0
20,6,69.30579531442663,9937,1,1,2,1,8,3,1,1,5,7,1964,1999,4,9,9,0,0.0,3,2,3,3,3,4,3,637.0,6,0.0,849.0,1486.0,1,1486,0,1486,1.0,0.0,1,0,3,3,7,1,0,0,6,1968.0,1,2.0,480.0,3,3,1,0,0,0,0,0,2,0,3,2009,1,1,167000.0
60,6,69.30579531442663,12384,1,1,3,1,17,3,1,3,7,7,1976,1976,2,11,11,2,233.0,3,3,2,2,3,4,6,0.0,6,0.0,793.0,793.0,3,1142,793,1935,0.0,0.0,2,1,3,3,7,1,1,3,2,1976.0,2,2.0,550.0,3,3,1,0,113,252,0,0,0,0,11,2007,1,1,197900.0
60,6,69.30579531442663,46589,3,1,3,1,14,3,1,3,8,7,1994,2005,4,15,15,2,528.0,2,3,3,2,2,4,1,1361.0,4,180.0,88.0,1629.0,1,1686,762,2448,1.0,0.0,2,1,4,2,8,1,1,3,2,1994.0,2,3.0,711.0,3,3,1,517,76,0,0,0,0,0,7,2009,1,1,402000.0
20,6,69.30579531442663,13560,1,1,2,1,13,3,1,1,6,3,1968,1968,4,16,16,2,216.0,3,3,2,4,4,4,6,0.0,6,0.0,1392.0,1392.0,2,1392,0,1392,1.0,0.0,1,0,2,3,5,6,2,3,2,1968.0,2,2.0,576.0,3,3,1,0,0,240,0,0,0,0,7,2009,1,1,110000.0
85,6,69.30579531442663,10012,1,1,1,1,8,3,1,5,4,5,1972,1972,2,11,11,0,0.0,3,3,2,2,3,2,3,920.0,4,180.0,38.0,1138.0,3,1181,0,1181,1.0,0.0,2,0,3,3,6,1,0,0,6,1974.0,2,2.0,588.0,3,3,1,0,0,180,0,0,2,0,4,2008,1,1,137500.0
20,6,69.30579531442663,20896,3,1,3,1,22,5,1,1,8,5,2005,2006,2,15,15,0,0.0,2,3,3,1,3,3,1,1721.0,6,0.0,356.0,2077.0,1,2097,0,2097,1.0,0.0,1,1,1,1,8,1,1,1,2,2005.0,1,3.0,1134.0,3,3,1,192,267,0,0,0,0,0,1,2006,4,6,423000.0
60,6,69.30579531442663,11194,2,1,2,1,9,3,1,3,8,5,2000,2000,2,15,15,2,40.0,2,3,3,2,3,4,6,0.0,6,0.0,1406.0,1406.0,1,1454,482,1936,0.0,0.0,2,1,3,2,7,1,1,3,2,2000.0,2,2.0,504.0,3,3,1,188,124,0,0,0,0,0,11,2006,1,1,230500.0
60,6,69.30579531442663,18450,2,1,1,1,13,3,1,3,6,5,1965,1979,1,11,11,1,113.0,3,2,2,2,3,4,5,187.0,4,723.0,111.0,1021.0,3,1465,915,2380,0.0,0.0,2,1,3,3,7,7,1,5,5,1965.0,3,2.0,596.0,3,3,1,0,265,0,0,0,0,0,8,2007,1,2,129000.0
20,6,69.30579531442663,8125,1,1,1,1,21,3,1,1,6,5,1994,1998,2,7,7,2,258.0,3,3,3,2,3,4,1,1138.0,6,0.0,270.0,1408.0,1,1679,0,1679,1.0,0.0,2,0,3,2,7,1,1,4,2,1994.0,2,2.0,575.0,3,3,1,224,42,0,0,0,0,0,10,2008,1,1,193500.0
20,6,69.30579531442663,14175,1,2,2,2,20,3,1,1,5,6,1956,1987,2,6,16,0,0.0,3,3,2,3,3,4,4,988.0,6,0.0,200.0,1188.0,2,1437,0,1437,1.0,0.0,1,1,3,3,6,3,1,3,6,1999.0,3,2.0,576.0,3,3,1,304,0,0,0,0,0,0,11,2006,1,1,168000.0
30,6,69.30579531442663,11600,1,1,1,1,7,3,1,1,4,5,1922,1950,2,9,9,0,0.0,3,3,1,4,3,4,6,0.0,6,0.0,700.0,700.0,1,1180,0,1180,0.0,0.0,1,0,2,4,5,1,1,2,6,1922.0,3,1.0,252.0,3,4,1,0,0,67,0,0,0,0,7,2006,1,1,137500.0
60,6,69.30579531442663,8633,1,1,4,1,6,3,1,3,6,5,2005,2005,2,15,15,0,0.0,2,3,3,2,3,4,1,193.0,6,0.0,545.0,738.0,1,738,738,1476,1.0,0.0,2,1,3,2,7,1,0,0,2,2005.0,1,2.0,540.0,3,3,1,100,35,0,0,0,0,0,2,2009,1,1,173500.0
70,5,69.30579531442663,6629,1,1,1,1,8,1,1,3,6,6,1925,1950,3,16,16,0,0.0,3,2,1,3,3,4,3,551.0,6,0.0,121.0,672.0,3,697,672,1369,1.0,0.0,2,0,3,3,6,1,0,0,6,1930.0,3,1.0,300.0,3,3,1,147,0,0,0,0,0,0,7,2009,1,1,103600.0
20,6,69.30579531442663,11250,2,1,1,1,25,3,1,1,6,6,1977,1977,2,11,11,0,0.0,2,3,2,2,3,4,2,767.0,6,0.0,441.0,1208.0,3,1208,0,1208,1.0,0.0,1,1,3,3,6,1,1,3,2,1977.0,2,2.0,546.0,3,3,1,198,42,0,0,0,0,0,6,2006,1,1,165000.0
20,6,69.30579531442663,14442,1,1,1,1,7,3,1,1,6,7,1957,2004,4,6,6,2,106.0,3,3,3,3,3,4,1,1186.0,6,0.0,291.0,1477.0,1,1839,0,1839,1.0,0.0,2,0,3,2,7,1,2,3,2,1957.0,1,2.0,416.0,3,3,1,0,87,0,0,200,0,0,6,2007,1,1,257500.0
20,6,69.30579531442663,9200,1,1,1,1,13,3,1,1,6,6,1965,1965,2,7,7,0,0.0,3,3,2,3,3,4,4,892.0,6,0.0,244.0,1136.0,3,1136,0,1136,1.0,0.0,1,0,3,3,5,1,1,2,2,1965.0,2,1.0,384.0,3,3,1,426,0,0,0,0,0,0,7,2008,1,1,140000.0
160,6,69.30579531442663,2289,1,1,1,1,15,3,5,3,6,6,1978,1978,2,11,3,0,0.0,3,3,2,3,3,4,2,311.0,6,0.0,544.0,855.0,3,855,586,1441,0.0,0.0,2,1,3,3,7,1,1,3,2,1978.0,3,2.0,440.0,3,3,1,28,0,0,0,0,0,0,4,2009,1,1,148500.0
70,8,69.30579531442663,9600,1,1,1,1,18,3,1,3,4,2,1900,1950,2,1,14,0,0.0,3,3,1,3,4,4,6,0.0,6,0.0,1095.0,1095.0,4,1095,679,1774,1.0,0.0,2,0,4,3,8,3,0,0,1,1920.0,3,3.0,779.0,4,4,3,0,0,90,0,0,0,0,5,2006,1,1,87000.0
30,6,69.30579531442663,9022,1,1,1,1,18,3,1,1,5,8,1924,2006,2,15,15,0,0.0,2,3,1,3,3,4,6,0.0,6,0.0,768.0,768.0,1,792,0,792,0.0,0.0,1,0,2,2,5,1,0,0,6,1924.0,3,1.0,240.0,4,4,3,316,0,120,0,0,0,0,5,2009,1,1,109500.0
20,6,69.30579531442663,11844,2,1,1,1,23,3,1,1,8,5,2008,2008,4,15,15,5,464.0,2,3,3,1,3,3,6,0.0,6,0.0,2046.0,2046.0,1,2046,0,2046,0.0,0.0,2,1,3,2,7,1,1,2,2,2008.0,1,3.0,834.0,3,3,1,322,82,0,0,0,0,0,7,2009,4,6,372500.0
20,6,69.30579531442663,9945,2,1,1,1,20,3,1,1,5,5,1961,1961,4,16,16,2,57.0,3,3,2,3,3,4,4,827.0,6,0.0,161.0,988.0,3,988,0,988,1.0,0.0,1,0,3,3,5,1,0,0,6,1963.0,3,2.0,572.0,3,3,1,0,0,0,0,0,0,0,10,2007,1,1,128500.0
120,6,69.30579531442663,8012,1,1,1,1,21,3,4,1,6,5,1980,1980,2,11,11,0,0.0,3,3,2,2,3,4,3,543.0,3,119.0,261.0,923.0,3,923,0,923,0.0,0.0,2,0,2,3,5,1,1,3,2,1980.0,2,1.0,264.0,3,3,1,80,0,0,0,0,0,0,5,2010,1,1,143000.0
50,5,69.30579531442663,4500,3,2,1,1,19,3,1,2,5,5,1932,2000,2,15,14,0,0.0,3,3,1,3,3,4,4,182.0,6,0.0,611.0,793.0,1,848,672,1520,0.0,0.0,1,0,3,3,6,1,0,0,6,1968.0,3,1.0,281.0,3,3,1,0,0,56,0,0,0,0,7,2009,1,2,159434.0
120,6,69.30579531442663,2887,1,3,1,1,5,3,1,1,6,5,1996,1997,2,16,16,0,0.0,3,3,3,2,3,3,1,1003.0,6,0.0,288.0,1291.0,1,1291,0,1291,1.0,0.0,1,0,2,2,6,1,1,2,2,1996.0,3,2.0,431.0,3,3,1,307,0,0,0,0,0,0,11,2008,1,1,173000.0
20,6,69.30579531442663,11248,2,1,2,1,6,3,1,1,9,5,2002,2002,4,15,15,5,215.0,2,3,3,2,3,2,1,1059.0,6,0.0,567.0,1626.0,1,1668,0,1668,1.0,0.0,2,0,3,2,7,1,1,3,2,2002.0,1,3.0,702.0,3,3,1,257,45,0,0,0,0,0,7,2007,1,1,285000.0
60,6,69.30579531442663,16770,3,1,3,1,14,3,1,3,7,5,1998,1998,2,15,15,2,30.0,2,3,3,2,3,4,6,0.0,6,0.0,1195.0,1195.0,2,1195,644,1839,0.0,0.0,2,1,4,3,7,1,0,0,2,1998.0,1,2.0,486.0,3,3,1,0,81,0,0,0,0,0,6,2010,1,1,221000.0
160,6,69.30579531442663,5062,2,1,3,1,23,3,4,3,7,5,1984,1984,2,7,7,0,0.0,2,3,2,2,3,3,1,828.0,5,182.0,180.0,1190.0,2,1190,900,2090,1.0,0.0,2,0,3,2,6,2,1,3,2,1984.0,1,2.0,577.0,3,3,1,219,0,0,0,0,0,0,9,2007,1,1,207500.0
60,3,69.30579531442663,10207,1,1,1,1,22,3,1,3,7,6,2007,2007,2,15,15,0,0.0,2,3,3,2,3,4,6,0.0,6,0.0,874.0,874.0,1,874,887,1761,0.0,0.0,3,0,3,2,7,1,0,0,2,2007.0,1,2.0,578.0,3,3,1,144,105,0,0,0,0,0,8,2007,4,6,227875.0
160,3,69.30579531442663,5105,3,1,4,1,22,3,4,3,7,5,2004,2004,2,9,9,0,0.0,2,3,3,2,3,4,1,239.0,6,0.0,312.0,551.0,1,551,551,1102,0.0,0.0,2,1,2,2,4,1,0,0,6,2004.0,3,2.0,480.0,3,3,1,0,60,0,0,0,0,0,3,2007,1,1,148800.0
20,6,69.30579531442663,8089,1,3,1,1,23,3,1,1,8,6,2007,2007,2,9,9,2,0.0,2,3,3,2,3,2,1,945.0,6,0.0,474.0,1419.0,1,1419,0,1419,1.0,0.0,2,0,2,2,7,1,1,2,2,2007.0,2,2.0,567.0,3,3,1,140,0,0,0,0,0,0,10,2007,4,6,392000.0
120,6,69.30579531442663,7577,2,1,2,1,16,3,4,1,6,5,2005,2006,2,15,15,5,256.0,2,3,3,2,3,2,2,20.0,6,0.0,1342.0,1362.0,1,1362,0,1362,0.0,0.0,2,0,2,2,6,1,1,2,2,2005.0,2,2.0,460.0,3,3,1,192,28,0,0,0,0,0,6,2007,1,1,194700.0
120,8,69.30579531442663,4426,1,1,1,1,6,3,4,1,6,5,2004,2004,2,15,15,2,147.0,2,3,3,2,3,1,1,697.0,6,0.0,151.0,848.0,1,848,0,848,1.0,0.0,1,0,1,2,3,1,1,3,2,2004.0,2,2.0,420.0,3,3,1,149,0,0,0,0,0,0,5,2008,1,1,141000.0
60,6,69.30579531442663,21535,2,1,2,1,14,3,1,3,10,6,1994,1995,2,7,7,2,1170.0,1,3,3,1,3,1,1,1455.0,6,0.0,989.0,2444.0,1,2444,1872,4316,0.0,1.0,3,1,4,1,10,1,2,1,2,1994.0,1,3.0,832.0,3,3,1,382,50,0,0,0,0,0,1,2007,1,1,755000.0
60,6,69.30579531442663,26178,2,1,1,2,24,3,1,3,7,5,1989,1990,4,9,9,2,293.0,2,3,3,2,3,1,1,965.0,6,0.0,245.0,1210.0,1,1238,1281,2519,1.0,0.0,2,1,4,2,9,1,2,2,2,1989.0,2,2.0,628.0,3,3,1,320,27,0,0,0,0,0,4,2006,1,1,335000.0
30,6,69.30579531442663,5400,1,1,2,3,18,3,1,1,5,6,1921,1968,2,9,9,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,1073.0,1073.0,1,1073,0,1073,0.0,0.0,1,0,2,3,4,1,0,0,6,1968.0,3,1.0,326.0,3,3,1,0,0,112,0,0,0,0,12,2006,1,2,108480.0
50,8,69.30579531442663,6120,1,1,2,1,4,3,1,2,5,6,1936,1950,2,16,16,0,0.0,3,4,1,3,3,4,6,0.0,6,0.0,927.0,927.0,3,1067,472,1539,0.0,0.0,1,1,3,3,5,1,0,0,6,1995.0,3,2.0,576.0,3,3,1,112,0,0,0,0,2,0,4,2009,1,1,141500.0
20,6,69.30579531442663,13811,2,1,1,1,24,3,1,1,6,6,1987,1987,2,7,7,2,72.0,3,3,2,2,2,4,1,980.0,5,40.0,92.0,1112.0,2,1137,0,1137,1.0,0.0,2,0,2,2,5,1,1,3,2,1987.0,3,2.0,551.0,3,3,1,125,0,0,0,0,0,0,7,2006,1,1,176000.0
30,8,69.30579531442663,6000,1,1,1,1,4,3,1,1,5,7,1921,1950,2,16,16,0,0.0,3,3,2,3,3,4,5,616.0,6,0.0,0.0,616.0,2,616,0,616,0.0,0.0,1,0,2,3,4,1,0,0,6,1921.0,3,1.0,205.0,3,3,1,0,0,129,0,0,0,0,6,2006,1,1,89000.0
20,6,69.30579531442663,6420,2,1,1,1,8,3,1,1,5,7,1952,1952,2,16,16,0,0.0,3,3,3,1,2,3,5,210.0,2,551.0,219.0,980.0,4,1148,0,1148,0.0,1.0,1,0,2,3,6,1,0,0,6,1952.0,3,1.0,308.0,3,3,1,0,0,0,0,0,0,0,9,2006,1,1,123500.0
20,6,69.30579531442663,8450,1,1,1,1,20,9,1,1,5,8,1965,2009,2,9,9,0,0.0,3,2,2,3,3,4,1,553.0,3,117.0,224.0,894.0,1,894,0,894,1.0,0.0,1,0,3,3,5,1,1,2,6,1973.0,3,1.0,336.0,3,3,1,416,144,0,0,0,2,0,4,2010,1,1,138500.0
120,3,69.30579531442663,4282,3,1,1,1,22,3,4,1,7,5,2004,2004,2,9,9,0,0.0,2,3,3,2,3,3,1,16.0,6,0.0,1375.0,1391.0,1,1391,0,1391,0.0,0.0,2,0,2,2,5,1,0,0,2,2004.0,2,2.0,530.0,3,3,1,156,158,0,0,0,0,0,7,2008,1,1,196000.0
20,6,69.30579531442663,14331,1,1,1,1,24,3,1,1,8,5,2002,2002,4,15,15,2,630.0,2,3,3,1,3,1,1,1274.0,6,0.0,526.0,1800.0,1,1800,0,1800,1.0,0.0,2,0,3,2,7,1,1,2,2,2002.0,1,3.0,765.0,3,3,1,270,78,0,0,0,0,0,5,2006,1,1,312500.0
20,6,69.30579531442663,9600,1,1,1,1,17,3,1,1,7,5,1969,1969,4,7,7,2,168.0,3,3,2,3,3,4,6,0.0,6,0.0,1164.0,1164.0,3,1164,0,1164,0.0,0.0,1,1,3,3,6,1,0,0,2,1969.0,3,2.0,528.0,3,3,1,0,0,0,0,0,0,0,7,2006,5,1,140000.0
60,6,69.30579531442663,12438,2,1,1,1,23,3,1,3,8,5,2006,2006,4,15,15,2,466.0,1,3,3,1,2,4,6,0.0,6,0.0,1234.0,1234.0,1,1264,1312,2576,0.0,0.0,2,1,4,1,10,1,1,2,4,2006.0,1,3.0,666.0,3,3,1,324,100,0,0,0,0,0,7,2006,4,6,361919.0
190,8,69.30579531442663,7630,1,1,1,1,18,2,2,3,5,9,1900,1996,2,16,16,0,0.0,3,2,1,2,3,4,6,0.0,6,0.0,360.0,360.0,2,1032,780,1812,0.0,0.0,2,0,4,2,8,1,1,5,6,1999.0,3,2.0,672.0,3,3,3,344,0,40,0,0,2,0,5,2010,1,1,140000.0
20,6,69.30579531442663,8400,1,1,1,1,6,3,1,1,7,5,2004,2005,2,15,15,2,109.0,2,3,3,2,3,2,1,712.0,6,0.0,761.0,1473.0,1,1484,0,1484,1.0,0.0,2,0,3,2,7,1,0,0,2,2004.0,2,2.0,606.0,3,3,1,0,35,0,144,0,0,0,5,2010,1,1,213000.0
190,8,69.30579531442663,5600,1,1,1,1,10,3,2,3,4,5,1930,1950,4,15,16,0,0.0,4,4,4,0,0,0,0,0.0,0,0.0,0.0,0.0,4,372,720,1092,0.0,0.0,2,0,3,4,7,4,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,3,7,2010,1,1,55000.0
20,6,69.30579531442663,115149,3,4,3,3,5,3,1,1,7,5,1971,2002,2,11,11,5,351.0,3,3,2,2,3,1,1,1219.0,6,0.0,424.0,1643.0,3,1824,0,1824,1.0,0.0,2,0,2,2,5,1,2,3,2,1971.0,3,2.0,739.0,3,3,1,380,48,0,0,0,0,0,6,2007,1,1,302000.0
120,6,69.30579531442663,6240,1,1,1,1,16,3,4,1,8,5,2006,2006,4,9,9,2,176.0,2,3,3,2,3,4,1,863.0,6,0.0,461.0,1324.0,1,1324,0,1324,1.0,0.0,2,0,2,2,6,1,1,2,2,2006.0,1,2.0,550.0,3,3,1,192,38,0,0,0,0,0,12,2009,1,1,254000.0
60,6,69.30579531442663,9018,2,1,1,1,9,3,1,3,7,5,2007,2007,4,15,15,0,0.0,2,3,3,2,3,2,6,0.0,6,0.0,728.0,728.0,1,728,728,1456,0.0,0.0,2,1,3,2,8,1,1,2,2,2007.0,1,2.0,400.0,3,3,1,100,24,0,0,0,0,0,7,2007,4,6,179540.0
20,6,69.30579531442663,7162,2,1,1,1,20,3,1,1,5,7,1966,1966,2,7,7,1,41.0,3,3,3,3,3,4,6,0.0,6,0.0,876.0,876.0,3,904,0,904,0.0,0.0,1,0,3,3,6,1,0,0,2,1966.0,3,1.0,408.0,3,3,1,0,0,0,0,0,2,0,12,2008,1,2,109900.0
30,6,69.30579531442663,4130,2,1,1,1,4,3,1,1,3,6,1935,2003,2,15,15,0,0.0,2,3,2,3,3,4,6,0.0,6,0.0,270.0,270.0,2,729,0,729,0.0,0.0,1,0,2,3,5,6,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,7,2008,1,1,52000.0
50,9,69.30579531442663,8712,1,3,1,2,10,3,1,2,4,7,1900,1950,2,9,9,0,0.0,3,3,5,3,3,3,6,0.0,6,0.0,859.0,859.0,2,859,319,1178,0.0,0.0,1,0,2,3,7,1,0,0,6,1964.0,2,1.0,384.0,3,3,3,68,0,98,0,0,0,0,1,2010,1,2,102776.0
120,6,69.30579531442663,4671,2,3,1,1,23,3,4,1,8,5,1988,1989,2,7,7,0,0.0,2,3,3,2,3,3,1,767.0,6,0.0,461.0,1228.0,2,1228,0,1228,1.0,0.0,2,0,2,2,5,1,1,2,2,1988.0,1,2.0,472.0,3,3,1,168,120,0,0,0,0,0,10,2008,1,1,189000.0
190,6,69.30579531442663,9873,1,1,1,1,4,5,2,1,4,5,1970,1970,2,7,7,2,160.0,3,3,2,3,3,2,2,789.0,6,0.0,171.0,960.0,3,960,0,960,1.0,0.0,1,0,3,3,6,1,0,0,6,1970.0,3,2.0,576.0,3,3,1,0,288,0,0,0,0,0,5,2006,1,1,129000.0
60,6,69.30579531442663,13517,2,1,3,1,20,9,1,3,6,8,1976,2005,2,7,11,2,289.0,2,3,2,3,3,4,1,533.0,6,0.0,192.0,725.0,1,725,754,1479,0.0,0.0,2,1,3,2,6,1,0,0,2,1976.0,2,2.0,475.0,3,3,1,0,44,0,0,0,0,0,3,2010,1,1,130500.0
20,6,69.30579531442663,10140,1,1,1,1,17,3,1,1,6,5,1974,1974,4,7,7,2,174.0,3,3,2,2,3,4,6,0.0,6,0.0,1064.0,1064.0,3,1350,0,1350,0.0,0.0,2,0,3,3,7,1,1,3,2,1974.0,2,2.0,478.0,3,3,1,0,0,0,0,0,2,0,8,2009,1,1,165000.0
70,8,69.30579531442663,10800,1,2,1,1,18,3,1,3,7,8,1890,1998,2,16,15,0,0.0,3,2,1,3,3,4,6,0.0,6,0.0,718.0,718.0,1,1576,978,2554,0.0,0.0,1,1,3,3,8,1,0,0,6,1996.0,3,2.0,704.0,3,3,2,0,48,143,0,0,0,0,7,2007,1,1,159500.0
20,6,69.30579531442663,10000,1,1,1,1,17,3,1,1,5,6,1973,2000,2,7,7,0,0.0,3,3,2,2,3,4,3,1084.0,6,0.0,92.0,1176.0,2,1178,0,1178,0.0,1.0,1,1,3,2,5,1,1,4,2,1973.0,3,2.0,439.0,3,3,1,224,0,0,0,0,2,0,11,2008,1,1,157000.0
60,6,69.30579531442663,10542,1,1,1,1,14,3,1,3,7,5,1993,1994,4,16,8,2,651.0,2,3,3,2,3,1,1,1173.0,6,0.0,138.0,1311.0,1,1325,1093,2418,1.0,0.0,2,1,3,2,9,1,1,3,2,1993.0,2,3.0,983.0,3,3,1,250,154,216,0,0,0,0,8,2008,1,1,341000.0
20,6,69.30579531442663,9920,2,1,1,1,6,3,1,1,5,6,1969,1969,2,7,11,0,0.0,3,3,2,2,3,1,2,523.0,6,0.0,448.0,971.0,3,971,0,971,0.0,0.0,1,1,3,3,5,1,1,5,2,1969.0,3,1.0,300.0,3,3,1,0,0,0,0,0,0,0,5,2006,1,1,128500.0
120,6,69.30579531442663,6563,2,4,3,2,23,3,1,1,8,5,1985,1985,2,7,7,0,0.0,2,3,3,2,3,1,1,1148.0,6,0.0,594.0,1742.0,3,1742,0,1742,1.0,0.0,2,0,2,2,5,1,1,3,2,1985.0,2,2.0,564.0,3,3,1,114,28,234,0,0,0,0,12,2006,1,1,275000.0
120,8,69.30579531442663,4426,1,1,1,1,6,3,4,1,6,5,2004,2004,2,15,15,2,169.0,2,3,3,2,3,2,1,662.0,6,0.0,186.0,848.0,1,848,0,848,1.0,0.0,1,0,1,2,3,1,0,0,2,2004.0,2,2.0,420.0,3,3,1,160,0,0,0,0,0,0,5,2010,1,1,143000.0
20,6,69.30579531442663,8120,1,1,1,1,13,3,1,1,4,7,1970,1970,2,9,9,0,0.0,3,2,2,3,3,4,2,191.0,6,0.0,673.0,864.0,1,864,0,864,0.0,0.0,1,0,3,3,5,1,0,0,6,1994.0,3,2.0,463.0,3,3,1,0,0,0,0,0,0,0,7,2009,1,1,124500.0
50,6,69.30579531442663,8172,1,1,1,1,8,3,1,2,4,6,1954,1972,2,9,9,0,0.0,3,3,3,3,3,4,6,0.0,6,0.0,941.0,941.0,1,997,473,1470,0.0,0.0,2,0,4,3,7,1,0,0,6,1958.0,3,1.0,548.0,3,3,1,0,0,0,0,156,0,0,5,2008,1,1,135000.0
20,6,69.30579531442663,13286,2,1,1,1,8,3,1,1,9,5,2007,2008,4,6,6,5,340.0,1,3,3,1,3,4,1,1234.0,6,0.0,464.0,1698.0,1,1698,0,1698,1.0,0.0,2,0,3,1,8,1,1,2,2,2007.0,1,3.0,768.0,3,3,1,327,64,0,0,0,0,0,2,2009,1,1,320000.0
20,6,69.30579531442663,6960,1,1,1,1,13,3,1,1,4,6,1970,1970,2,7,11,0,0.0,3,3,2,3,3,4,2,375.0,3,239.0,250.0,864.0,3,864,0,864,0.0,0.0,1,0,3,2,5,1,0,0,6,1989.0,3,2.0,660.0,3,3,1,96,0,0,0,0,0,4,11,2009,1,1,120500.0
20,6,69.30579531442663,21695,2,1,2,1,7,3,1,1,6,9,1988,2007,4,16,11,2,260.0,2,2,2,2,3,4,1,808.0,6,0.0,72.0,880.0,1,1680,0,1680,1.0,0.0,2,0,3,2,5,1,1,2,2,1988.0,1,2.0,540.0,3,3,1,292,44,0,182,0,0,0,12,2009,1,1,222000.0
20,6,69.30579531442663,7314,1,1,1,1,6,3,1,1,7,5,2007,2007,2,15,15,5,82.0,2,3,3,2,3,2,1,724.0,6,0.0,508.0,1232.0,1,1232,0,1232,1.0,0.0,2,0,2,2,6,1,0,0,2,2007.0,2,2.0,632.0,3,3,1,132,0,0,0,0,0,0,2,2009,1,1,194500.0
90,6,69.30579531442663,11475,1,1,2,1,13,3,3,1,5,5,1958,1958,2,15,15,2,95.0,3,3,2,3,3,4,6,0.0,6,0.0,1584.0,1584.0,3,1776,0,1776,1.0,0.0,2,0,4,3,9,1,0,0,6,1968.0,3,3.0,888.0,3,3,1,0,25,0,0,0,0,0,7,2009,5,2,110000.0
30,8,69.30579531442663,6240,1,1,1,1,10,3,1,2,4,5,1925,1950,2,9,9,0,0.0,3,3,2,3,3,4,3,152.0,6,0.0,628.0,780.0,3,848,0,1208,0.0,0.0,1,0,2,3,5,1,0,0,6,1962.0,3,2.0,539.0,3,3,1,0,23,112,0,0,0,0,1,2009,1,1,103000.0
120,6,69.30579531442663,5389,2,1,1,1,23,3,4,1,8,5,1995,1996,2,6,6,0,0.0,2,3,3,2,3,4,1,1180.0,6,0.0,415.0,1595.0,1,1616,0,1616,1.0,0.0,2,0,2,2,5,1,1,3,2,1995.0,2,2.0,608.0,3,3,1,237,152,0,0,0,0,0,3,2010,1,1,236500.0
80,6,69.30579531442663,9590,2,1,2,1,24,3,1,6,7,5,2003,2003,2,15,15,2,442.0,2,3,3,1,3,2,1,786.0,6,0.0,82.0,868.0,1,1146,0,1146,1.0,0.0,2,0,3,2,6,1,1,2,2,2003.0,1,2.0,438.0,3,3,1,160,22,0,0,0,0,0,5,2007,1,1,187500.0
60,6,69.30579531442663,11404,2,1,1,1,6,3,1,3,7,5,1998,1999,2,15,15,2,202.0,2,3,3,2,3,2,2,252.0,6,0.0,901.0,1153.0,1,1153,878,2031,0.0,0.0,2,1,3,2,8,1,1,3,2,1998.0,1,2.0,541.0,3,3,1,192,84,0,0,0,0,0,7,2008,1,1,222500.0
20,6,69.30579531442663,10000,1,1,2,1,20,2,1,1,5,6,1961,1983,4,7,7,0,0.0,3,3,2,3,3,4,3,594.0,6,0.0,270.0,864.0,1,1144,0,1144,1.0,0.0,1,0,3,3,6,1,1,3,2,1961.0,2,1.0,264.0,3,3,1,165,0,0,0,0,3,4,3,2009,1,1,131400.0
20,6,69.30579531442663,8978,2,1,2,1,20,3,1,1,5,5,1968,1968,2,11,11,0,0.0,3,3,3,3,3,4,6,0.0,6,0.0,948.0,948.0,3,948,0,948,0.0,0.0,1,0,3,3,6,1,0,0,2,1968.0,3,1.0,300.0,3,3,1,147,0,0,0,0,0,0,5,2007,1,5,108000.0
75,8,69.30579531442663,10800,1,1,1,1,18,3,1,4,7,7,1914,1970,2,16,16,0,0.0,3,3,1,2,3,3,4,390.0,6,0.0,490.0,880.0,4,880,888,1768,0.0,0.0,1,1,2,3,6,1,2,3,6,1914.0,3,2.0,320.0,3,3,3,0,341,0,0,0,0,0,10,2006,1,1,163000.0
90,6,69.30579531442663,8544,1,1,1,1,13,3,3,1,3,4,1950,1950,2,14,13,0,0.0,3,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,2,1040,0,1040,0.0,0.0,2,0,2,3,6,1,0,0,6,1949.0,3,2.0,400.0,3,3,1,0,0,0,0,0,0,0,7,2006,1,1,93500.0
